Gene_Name	Alias	Number_of_reads	Normalized_expression	Median	PolyA_class	25%_percentile	75%_percentile	MAX_polyA	MIN_polyA	RANGE_polyA	Mean	Geometric_mean	Standard_deviation	Fop	Codon_class
K04E7.2	pept-1	2472	3.679005991	69	short	46	98	231	8	223	76.12621359	66.12513214	39.81948864	0.488080301	moderate
K04E7.3	nas-33	20	-3.270528942	57.5	short	39	90.5	231	19	212	77.8	61.77688696	59.49588221	0.298701299	poor
ZK637.13	glb-1	360	0.899396059	73	medium	47	99.5	194	14	180	75.59444444	66.12228255	36.48571977	0.569536424	moderate
ZK637.14	WP:CE00432	415	1.104510489	86	medium	60.5	106	231	14	217	85.97108434	77.4881086	36.37540719	0.328947368	poor
C27A12.10	mbd-2	616	1.674329503	82	medium	60	109	231	11	220	85.27597403	76.66240217	36.35916354	0.462686567	moderate
C41C4.7	ctns-1	246	0.350057468	89	medium	56	115	222	18	204	89.41056911	80.57926529	38.20470816	0.364979757	poor
ZK637.15	WP:CE40541	30	-2.685566442	82.5	medium	67.5	97	163	33	130	83.1	78.77768734	26.71123359	0.404255319	moderate
F37C12.14	WP:CE00822	15	-3.685566442	88	medium	69.5	127.5	231	35	196	101.8	90.21243299	50.36824396	0.295454545	poor
F37C12.12	mec-14	13	-3.892017319	103	long	76.5	143.5	176	48	128	105.4615385	97.44276272	41.05458915	0.301369863	poor
F37C12.13	exos-9	146	-0.402632478	62	short	44	97	225	15	210	75.19863014	64.97771307	42.07667819	0.356721698	poor
F37C12.10	WP:CE43966	154	-0.325670497	72	medium	38.5	106	214	15	199	76.7012987	64.86424495	43.49774287	0.297520661	poor
B0244.10	WP:CE44049	46	-2.068895081	139	long	111.5	167	231	49	182	139.2173913	131.1973213	45.26872087	0.313059034	poor
F37C12.18	WP:CE38597	89	-1.116723606	90	medium	71	107	175	34	141	93.31460674	87.95497319	32.12356603	0.369458128	poor
T22B11.4	WP:CE33701	534	1.468238894	74.5	medium	46.5	110	231	5	226	80.82209738	68.83177585	43.46431011	0.494872391	moderate
T22B11.5	ogdh-1	2292	3.569934291	78	medium	52	102	231	5	226	78.73036649	70.16176233	35.41957046	0.531336528	moderate
T22B11.2	bus-4	78	-1.307054818	89.5	medium	61.5	112	231	13	218	89.07692308	78.63897315	40.67531515	0.308571429	poor
C48B4.2	rom-2	88	-1.133025419	100	long	72	132	231	20	211	104.7840909	93.02060276	47.55055895	0.35645933	poor
ZK622.3	pmt-1	5789	4.906641404	84	medium	63	108	231	5	226	85.69908447	78.47827243	33.19005663	0.553817405	moderate
ZK622.4	WP:CE38578	695	1.84841213	69	short	44	97.5	231	8	223	73.33381295	63.91909435	36.7790321	0.389473684	poor
ZK622.5	WP:CE39462	76	-1.344529524	72	medium	56	102	180	20	160	80.17105263	71.41933175	37.4314771	0.372881356	poor
ZK402.5	WP:CE05077	20	-3.270528942	57.5	short	36	86	201	9	192	67.9	55.05254244	43.63129611	0.358717435	poor
F58D5.9	WP:CE34893	80	-1.270528942	85.5	medium	56.5	125	230	14	216	92.0375	78.71956681	45.60659046	0.366666667	poor
F58D5.8	WP:CE25920	39	-2.307054818	97	long	77	123	231	42	189	103.7179487	95.18422282	44.08962243	0.34384858	poor
C35C5.6	trpp-9	20	-3.270528942	91	medium	47.5	127	174	12	162	88.15	67.42949766	52.35100286	0.35318445	poor
C48B4.3	WP:CE00490	68	-1.504994196	92.5	medium	70	118	231	13	218	95.26470588	85.56732768	42.28044244	0.308823529	poor
Y53H1B.1	cutl-10	222	0.201958829	86	medium	64	102.5	212	19	193	86.55405405	80.15498038	33.33402148	0.492146597	moderate
F58D5.1	hrp-2	4505	4.544854353	69	short	48	98	231	5	226	75.5618202	66.21427576	37.12783518	0.559830508	moderate
F58D5.2	WP:CE34488	196	0.022252807	78	medium	44.5	119	231	9	222	85.67857143	70.01328178	51.48145842	0.376733436	poor
F58D5.5	WP:CE30547	10	-4.270528942	76	medium	46.5	125	201	31	170	92.8	76.61860358	56.55404495	0.450980392	moderate
F58D5.4	ksr-2	50	-1.948600847	102	long	74	131.5	225	18	207	106.48	95.88934827	44.98543764	0.284293253	poor
F58D5.7	WP:CE25024	60	-1.685566442	69	short	50.5	95	140	22	118	73.63333333	68.3145959	27.68270619	0.436213992	moderate
F58D5.6	WP:CE25023	39	-2.307054818	99	long	82	112	230	17	213	102.2307692	93.36150728	41.22947759	0.324183007	poor
T22F3.10	WP:CE47089	15	-3.685566442	105	long	75	126.5	156	32	124	100.0666667	91.72851108	37.30320213	0.363636364	poor
T22F3.11	WP:CE18279	13	-3.892017319	92	medium	78	103	125	39	86	87.84615385	84.33917129	22.71172572	0.605211077	moderate
M03F4.2	act-4	29720	7.266689458	87	medium	62	111	231	5	226	88.59421265	80.71572891	36.35388081	0.840440943	good
C43G2.3	WP:CE36277	12	-4.007494537	56	short	41.5	89	109	28	81	65.33333333	59.44030094	27.23151769	0.305965347	poor
C43G2.1	paqr-1	572	1.5674143	94.5	long	61	131	231	5	226	96.40559441	83.23768776	46.86787526	0.385467175	poor
C43G2.4	best-9	27	-2.837569535	93	medium	56.5	134.5	191	26	165	97.40740741	83.57819092	48.9975504	0.335978836	poor
C29F3.3	WP:CE42375	523	1.438210099	65	short	38	91	230	8	222	69.04397706	57.56909715	38.66599606	0.310077519	poor
C06A5.11	sir-2.4	95	-1.022601429	78	medium	46	143.5	216	11	205	91.90526316	74.61113769	54.21518018	0.304195804	poor
C06A5.12	WP:CE45502	138	-0.48393258	74	medium	40	102	231	15	216	74.85507246	63.84180112	39.68490947	0.385964912	poor
Y105E8A.28	WP:CE43853	72	-1.422532036	111	long	79.5	148	231	14	217	113.4166667	101.4370376	47.52565097	0.353982301	poor
C29F3.6	srx-58	48	-2.007494537	67.5	short	41	98.5	231	22	209	77.22916667	66.81870019	43.79223656	0.248120301	poor
C29F3.7	WP:CE31888	2862	3.890350919	66	short	47	85	231	5	226	67.54157932	61.48888009	27.95343133	0.335055096	poor
F18A1.6	alfa-1	228	0.240432977	86	medium	59	125.5	207	14	193	92.52631579	81.45731194	43.23329421	0.288151951	poor
F18A1.7	WP:CE32628	200	0.051399153	69	short	37.5	97.5	231	11	220	73.775	61.16036298	44.31257581	0.484251969	moderate
F18A1.4	lir-2	330	0.773865177	102	long	73	123.5	229	21	208	100.1969697	92.57049604	37.09007043	0.257871083	poor
F18A1.5	rpa-1	1316	2.769486736	63	short	44	89	231	12	219	70.77887538	61.91309971	37.34518858	0.484076433	moderate
F18A1.2	lin-26	953	2.303875367	113	long	77	147	231	8	223	113.3389297	98.53367364	52.1034922	0.421330239	moderate
F18A1.3	lir-1	400	1.051399153	95	long	52	129	231	9	222	95.635	79.83359638	51.67602708	0.362024115	poor
F18A1.1	WP:CE04401	24	-3.007494537	101	long	89	130	231	44	187	111.2916667	104.3299946	42.96168755	0.277294686	poor
T27F2.4	zip-10	90	-1.100603941	64.5	short	43	101.5	191	13	178	70.93333333	60.80959851	36.74712385	0.416149068	moderate
Y48G1BM.6	WP:CE44971	50	-1.948600847	156.5	long	112	212	231	29	202	154.5	139.8540891	59.38627788	0.384176183	poor
Y48G1BM.1	snpc-3.2	109	-0.824272712	101	long	67.5	120.5	230	29	201	98.50458716	91.18178782	37.10748678	0.490196078	moderate
F18A1.8	pid-1	149	-0.373288517	63	short	46.5	95	231	17	214	73.22147651	64.99429982	36.85885388	0.443113772	moderate
C10G11.10	WP:CE08089	18	-3.422532036	84.5	medium	66	102.5	138	44	94	87.27777778	82.806537	27.35122495	0.339366516	poor
T01C4.2	odr-2	40	-2.270528942	75	medium	39.5	106	216	19	197	80.875	66.32553251	47.30813223	0.412260059	moderate
W03F11.6	afd-1	557	1.52907648	107	long	61.5	150	231	5	226	107.9982047	87.09221703	57.87857962	0.398983312	poor
W03F11.4	WP:CE14548	33	-2.548062918	121	long	92	146	231	54	177	126.8787879	118.449421	48.44538166	0.42481203	moderate
W03F11.5	WP:CE39037	124	-0.638260727	108	long	59	155	231	15	216	108.4677419	89.66077878	58.84375642	0.396	poor
W03F11.3	dct-9	86	-1.166192283	78.5	medium	58.5	101.5	230	19	211	84.08139535	77.35070154	35.0385884	0.428571429	moderate
T23G11.11	WP:CE42561	376	0.962131814	75	medium	42	109.5	231	14	217	81.70212766	68.29219297	47.36971602	0.387755102	poor
C50B6.9	WP:CE41777	29	-2.734476042	205	long	112	230.5	231	52	179	171	155.0724319	64.20280368	0.271929825	poor
C50B6.8	nhr-168	75	-1.363638347	101	long	67	132.5	218	19	199	99.68	88.51289906	43.18399704	0.292680456	poor
F14B8.1	nhx-4	75	-1.363638347	94	medium	67	135.5	231	12	219	101.44	87.62851644	50.11725983	0.536425113	moderate
F58F12.4	WP:CE39944	44	-2.133025419	95	long	59.5	109.5	175	21	154	92.06818182	82.51967102	38.2226716	0.356643357	poor
C50B6.2	nasp-2	376	0.962131814	43	short	30	66	214	6	208	51.30053191	44.19221174	29.38252121	0.512280702	moderate
F58F12.2	WP:CE07305	29	-2.734476042	96	long	87.5	123.5	174	23	151	101.5172414	95.58938647	30.24112374	0.299145299	poor
F58F12.3	WP:CE01978	28	-2.785102115	90	medium	71	132.5	231	28	203	103.25	91.31202832	51.28396087	0.348314607	poor
C50B6.7	WP:CE08876	102	-0.920031695	59	short	46	78	231	12	219	66.39215686	58.91371322	35.15990276	0.397660819	poor
F58F12.1	WP:CE01976	15914	6.365551846	64	short	49	86	231	5	226	69.40228729	63.68802001	28.64849459	0.627329193	moderate
C38D4.3	mel-28	300	0.636361653	66	short	48	97.5	231	5	226	76.66	66.95256716	40.11090126	0.350754936	poor
C38D4.1	enu-3.2	718	1.895382997	95	long	68.5	114	231	14	217	94.05292479	85.9697101	37.63532665	0.441849262	moderate
C38D4.7	WP:CE00920	228	0.240432977	94	medium	63	123.5	231	18	213	97.69736842	87.19571682	44.85875095	0.448148148	moderate
C38D4.6	pal-1	209	0.114902095	97	long	61	138.5	231	10	221	101.4114833	85.36900818	51.82721627	0.382870536	poor
F16G10.5	WP:CE46802	17	-3.504994196	87	medium	79.5	118.5	181	59	122	95.41176471	91.43842361	29.56758723	0.494252874	moderate
C38D4.4	WP:CE00917	203	0.07287888	77	medium	56.5	99.5	170	21	149	80.7044335	75.09989632	30.44742428	0.350746269	poor
C38D4.9	WP:CE00922	193	0	63	short	36.5	105	231	8	223	76.11398964	61.28879023	50.23465622	0.335	poor
C39D10.2	WP:CE47251	187	-0.045562577	45	short	33	79.5	181	17	164	58.01604278	50.98519745	31.04274712	0.484848485	moderate
C39D10.3	WP:CE41773	98	-0.977747193	75	medium	42	109.5	231	5	226	84.08163265	67.43220435	55.70653306	0.298467002	poor
C25A1.3	tag-72	471	1.287126212	63	short	43.5	95	231	13	218	73.30997877	63.95757137	39.35603567	0.406593407	moderate
C25A1.2	fkh-10	34	-2.504994196	65	short	39	105	231	18	213	76.76470588	62.3676844	48.95139175	0.338797814	poor
C25A1.1	WP:CE08366	511	1.404722444	78	medium	57.5	101	231	9	222	83.25244618	74.8759611	37.21063003	0.336448598	poor
B0035.4	pfd-4	1515	2.972645041	70	short	40	101	231	5	226	73.58547855	63.21890278	38.64406145	0.39516129	poor
C25A1.7	iars-2	478	1.308409771	68.5	short	47	103	213	15	198	76.52301255	67.46853624	37.62714142	0.400404465	moderate
B0035.2	dnj-2	503	1.381957553	83	medium	62	104	230	16	214	84.6500994	77.35305929	33.71976718	0.366153846	poor
C25A1.5	WP:CE08370	331	0.77823037	83	medium	59	111	224	12	212	88.66163142	77.38054226	43.79387667	0.393220339	poor
C25A1.4	WP:CE08369	1385	2.843213224	65	short	44	98	231	5	226	75.27870036	64.91923281	41.56790297	0.508009153	moderate
T25G3.4	WP:CE14180	1229	2.670812163	94	medium	66	115	231	11	220	92.1635476	82.86344389	38.24800369	0.388728324	poor
Y39A3CR.4	ddp-1	9264	5.584962501	54	short	37	76	231	5	226	59.16461572	53.28286133	27.65100627	0.649350649	moderate
C25A1.9	rsa-1	602	1.641162639	64.5	short	42	98	231	8	223	73.84551495	63.72908784	40.96028854	0.350767929	poor
C25A1.8	clec-87	241	0.320432299	57	short	35	88	231	8	223	65.64315353	54.79324658	39.89068627	0.556053812	moderate
Y39A3CR.1	smi-1	188	-0.037868186	73.5	medium	48.5	100.5	217	12	205	78.43617021	69.53757173	38.05680483	0.320681152	poor
T25G3.1	WP:CE34378	193	0	68	short	41.5	102.5	231	15	216	78.1761658	65.02259002	46.60227542	0.38410596	poor
T25G3.2	chs-1	139	-0.473515965	91	medium	52	127	231	12	219	90.12230216	75.23091904	46.45605341	0.412140575	moderate
T25G3.3	WP:CE30306	1053	2.447832684	72	medium	53	99	231	9	222	77.29249763	70.1167933	32.47644936	0.405295316	moderate
F17C11.3	col-153	145	-0.412547947	104	long	76	121.5	231	11	220	100.4896552	90.67212307	39.3677826	0.379204893	poor
T10H10.1	hum-6	644	1.738459841	98	long	74	126	231	9	222	100.560559	90.39024065	41.98222484	0.376725838	poor
T05F1.9	WP:CE20037	17	-3.504994196	76	medium	53	121	229	21	208	91.52941176	74.97977389	55.12458366	0.243323442	poor
T05F1.8	WP:CE13249	55	-1.811097324	70	short	54	90	182	29	153	73.89090909	68.20475105	29.73621773	0.514588859	moderate
T05F1.3	rps-19	95367	8.948745477	41	short	32	60	231	5	226	49.14865729	44.51042335	23.91680197	0.746478873	good
T05F1.2	WP:CE18929	158	-0.288676289	90	medium	61.5	113.5	231	18	213	90.25316456	80.89457844	38.48506807	0.3960217	poor
T05F1.1	nra-2	2645	3.77659497	78	medium	50	111	231	7	224	84.32173913	72.87415869	43.80951723	0.427800802	moderate
T05F1.6	hsr-9	1012	2.390536537	79.5	medium	49	118.5	231	7	224	86.31225296	73.39557271	45.84388063	0.362598771	poor
T05F1.5	WP:CE23949	76	-1.344529524	81	medium	51	101	231	14	217	82.85526316	72.20962641	41.95382924	0.412921348	moderate
F58H10.1	WP:CE36173	81	-1.252607034	94	medium	63	141	231	11	220	102.4320988	85.45804833	55.56220811	0.358974359	poor
F54C4.1	mrpl-40	265	0.457391512	72	medium	43	106.5	231	12	219	78.63773585	66.86910352	43.46333187	0.448087432	moderate
F54C4.2	spt-4	842	2.125219386	82	medium	57	106	231	6	225	83.93230404	76.54107106	34.77219965	0.460176991	moderate
F54C4.4	WP:CE19893	119	-0.697639274	90	medium	63	112.5	231	13	218	92.08403361	82.58685634	40.73888565	0.423423423	moderate
Y9C12A.1	WP:CE24699	23	-3.068895081	77	medium	49.5	95.5	173	33	140	79.2173913	71.29469871	36.51438849	0.369047619	poor
C45G9.7	WP:CE01858	303	0.650716946	58	short	36	96	231	11	220	67.35313531	55.70122769	39.9999676	0.302521008	poor
C45G9.6	WP:CE30634	324	0.747392966	72	medium	44	104.5	221	5	216	75.90740741	64.1512448	39.49164712	0.388197946	poor
C45G9.5	WP:CE01856	625	1.695255342	67	short	40.5	93	231	5	226	69.9952	60.28450455	36.45018487	0.337748344	poor
C45G9.4	WP:CE01855	10	-4.270528942	87.5	medium	76	107	231	67	164	104.1	96.66938769	46.74708547	0.430107527	moderate
C45G9.2	WP:CE29722	80	-1.270528942	89.5	medium	45.5	141.5	231	18	213	98.25	79.96021631	58.61068589	0.322463768	poor
W08E12.6	WP:CE21276	21	-3.200139614	84	medium	49	104	231	7	224	81.57142857	66.0854414	47.66107669	0.691588785	moderate
C06B3.6	WP:CE07963	851	2.140558284	86	medium	46	132	231	6	225	95.54524089	74.97444718	59.6045035	0.41509434	moderate
W08E12.5	WP:CE21277	908	2.23409145	85.5	medium	63	113	231	12	219	89.83480176	80.71677685	39.60091693	0.71942446	good
C45G9.9	WP:CE01860	44	-2.133025419	86	medium	65	108	188	17	171	90.45454545	82.48648909	36.24754195	0.427046263	moderate
C45G9.8	WP:CE41619	18	-3.422532036	115.5	long	89	149.5	231	27	204	117.0555556	105.563721	48.09189378	0.227848101	poor
ZK154.4	WP:CE28176	195	0.014873276	65	short	44.5	90	196	8	188	70.86153846	61.53000031	36.20846066	0.394871795	poor
W08E12.4	WP:CE21277	21	-3.200139614	112	long	70.5	125	148	23	125	96.38095238	88.97447708	33.3573383	0.71942446	good
F25A2.1	WP:CE42286	28	-2.785102115	50	short	30.5	88.5	148	22	126	60.53571429	51.55684053	34.77425376	0.439285714	moderate
F58B6.1	WP:CE39257	87	-1.149513541	77	medium	48.5	109.5	231	20	211	85.32183908	72.83764264	47.39380003	0.374570447	poor
E01A2.6	akir-1	492	1.350057468	70	short	42	104	231	13	218	76.32723577	64.98134624	40.83688341	0.433962264	moderate
H01A20.1	nhr-3	27	-2.837569535	72	medium	46	112.5	200	8	192	80.7037037	64.15354414	48.28297362	0.401766004	moderate
K09E10.2	oac-58	17	-3.504994196	89	medium	65	106	169	40	129	90.11764706	83.1116949	35.95566282	0.328776533	poor
F58B6.3	par-2	120	-0.685566442	94.5	long	67	120.5	231	20	211	99.44166667	89.79217544	43.43228366		
ZK470.6	WP:CE05091	17	-3.504994196	55	short	42	92.5	135	19	116	67.05882353	58.05258608	34.74693484	0.34439834	poor
ZK470.5	nck-1	357	0.887323227	78	medium	51	104	222	11	211	82.88235294	72.58845463	41.11407437	0.403246179	moderate
C35B8.1	col-175	135	-0.51564144	79	medium	66.5	93.5	160	13	147	80.43703704	75.87040873	24.90890289	0.640569395	moderate
ZK470.2	WP:CE31269	496	1.361739273	92.5	medium	60.5	118.5	231	6	225	90.68145161	78.84509238	41.72504251		
ZK512.10	WP:CE39881	11	-4.133025419	64	short	61.5	91.5	133	50	83	77.27272727	73.96514409	23.90926374	0.397590361	poor
ZK512.11	WP:CE35159	85	-1.183066101	81	medium	50	109.5	176	12	164	82.71764706	71.07987159	40.15282915	0.264705882	poor
C32F10.8	WP:CE32815	4064	4.39622765	70	short	48	96	231	5	226	73.52411417	65.81797669	32.94714972	0.51799343	moderate
Y54G2A.26	WP:CE33888	159	-0.279574082	101	long	60	138.5	231	9	222	102.1509434	85.07099765	53.26877248	0.345893716	poor
Y54G2A.25	lad-2	72	-1.422532036	99	long	51.5	133	231	13	218	100.8888889	81.51940888	59.3053669	0.344259461	poor
C32F10.2	lin-35	420	1.12178848	71	medium	47	100	231	10	221	75.97142857	67.11762558	35.87503632	0.294372294	poor
C32F10.1	obr-4	372	0.946701774	103	long	73	129.5	231	5	226	103.7177419	93.0459363	43.17043502	0.342776949	poor
T01G9.4	npp-2	877	2.183975995	73	medium	53	98	230	7	223	76.55302166	69.93047689	31.27650592	0.375661376	poor
C32F10.5	hmg-3	1378	2.835903135	68	short	52	91	228	8	220	73.46226415	67.76961821	29.76556365	0.4	poor
C32F10.4	WP:CE08541	217	0.169094195	75	medium	42.5	103	169	16	153	75.02304147	66.17456924	34.80564105	0.348837209	poor
F15E11.12	pud-4	1809	3.228519655	88	medium	52	125	231	5	226	91.58153676	77.9961905	47.69275993	0.381129307	poor
F01G12.18	WP:CE45674	14	-3.785102115	38	short	33	61.5	97	24	73	49.14285714	44.06035378	23.76328844	0.513513514	moderate
F15E11.15	pud-3	5350	4.792866139	87	medium	65	107	231	5	226	86.22299065	78.92237017	32.89280515	0.522018167	moderate
T26H5.9	WP:CE38425	907	2.232501703	69	short	40	104	231	10	221	77.98676957	65.23912022	46.60843294	0.300505051	poor
F15E11.14	pud-2.2	47050	7.929450065	83	medium	53	104	231	5	226	80.44021254	71.67098107	35.37554056	0.358108108	poor
T01G9.5	mei-1	245	0.344180902	72	medium	48	104.5	231	8	223	79.88163265	68.15995769	42.95130453	0.393605952	poor
ZK154.7	adm-4	91	-1.084662397	87	medium	52	133.5	218	17	201	93.7032967	80.67510084	46.84402328	0.396142433	poor
F44B9.8	WP:CE37518	429	1.1523768	75	medium	48	108.5	231	14	217	83.25407925	71.93554657	44.79758426	0.348441926	poor
F44B9.9	WP:CE29045	26	-2.892017319	131.5	long	89	190.5	231	31	200	140.7307692	125.0189608	61.11247996	0.367965368	poor
F44B9.1	dpf-6	90	-1.100603941	81.5	medium	53	112.5	164	12	152	81.78888889	70.10903675	39.02491923	0.370825387	poor
F44B9.2	WP:CE00171	765	1.9868589	87	medium	57.5	121	231	12	219	91.75294118	80.89059984	43.08199062	0.33877551	poor
F44B9.3	cit-1.2	384	0.992505463	110	long	85	141	231	10	221	111.9375	100.2691384	45.47957703	0.377119587	poor
F44B9.4	cit-1.1	172	-0.166192283	99	long	65.5	135	231	11	220	103.6802326	91.35400738	48.16573934	0.306613737	poor
F44B9.5	WP:CE24973	270	0.48435856	67	short	44	97	223	14	209	72.82222222	63.28427784	37.59183652	0.311827957	poor
F44B9.6	lin-36	28	-2.785102115	80	medium	62	120	231	43	188	93.96428571	85.82026991	42.74215228	0.355220667	poor
F44B9.7	mdt-30	461	1.256165903	92	medium	61	121	231	9	222	98.21908894	86.00278355	49.18747332	0.350917431	poor
ZK994.6	WP:CE15493	39	-2.307054818	82	medium	52.5	108.5	187	15	172	81.92307692	72.31811362	37.70151641	0.357798165	poor
ZK994.3	pxn-1	208	0.107982681	68	short	40.5	92.5	224	9	215	71.30769231	61.34328051	38.27131807	0.340080972	poor
C37F5.1	lin-1	323	0.742933317	105	long	70	134	231	8	223	104.5201238	90.89030509	47.11952456	0.349852977	poor
Y38C1AB.6	trpl-4	20	-3.270528942	88	medium	59.5	147.5	231	41	190	107.45	94.24810971	54.19176598	0.31671159	poor
Y19D10B.3	irld-15	14	-3.785102115	56.5	short	41	81	106	18	88	61.5	54.99436853	26.62101748	0.380821918	poor
Y38C1AB.5	WP:CE18179	59	-1.709813988	89	medium	50.5	123.5	206	10	196	90	75.32626184	45.04235295	0.355102041	poor
Y82E9BR.18	WP:CE33002	343	0.829607729	97	long	73	116	231	15	216	96.9212828	90.79813928	33.02489893	0.383408072	poor
Y82E9BR.19	WP:CE38665	21	-3.200139614	85	medium	52.5	94.5	174	27	147	78.76190476	71.14937086	34.80818837	0.399014778	poor
Y82E9BR.14	WP:CE27038	1727	3.16159533	85	medium	62	109	231	8	223	86.44122756	78.26050308	35.48218425	0.417189141	moderate
Y82E9BR.15	elc-1	28	-2.785102115	41.5	short	33.5	64.5	172	9	163	53.5	43.91877712	35.74962537	0.570247934	moderate
Y82E9BR.16	WP:CE23368	686	1.829607729	69	short	51	91	200	14	186	72.37609329	65.87056791	30.0669556	0.478360958	moderate
F01G10.7	lipl-7	236	0.290186012	69.5	short	48	95.5	231	16	215	75.99576271	66.90701767	39.17372194	0.279487179	poor
F01G10.6	WP:CE09168	123	-0.649942532	102	long	71.5	138	231	11	220	106.5934959	94.88748939	47.33960294	0.324626866	poor
Y82E9BR.12	fbxa-138	45	-2.100603941	120	long	91.5	152	231	19	212	119.9555556	104.6380394	54.49524161	0.234615385	poor
Y82E9BR.13	WP:CE38010	164	-0.234905033	95	long	65.5	133	231	19	212	101.5609756	90.93807596	44.47227077	0.342975207	poor
Y116A8C.24	WP:CE23332	50	-1.948600847	91.5	medium	68.5	111	212	17	195	89.16	80.74296452	35.38155452	0.375911567	poor
F34H10.4	WP:CE01574	59	-1.709813988	75	medium	56.5	110.5	231	12	219	89.27118644	74.46845996	53.04326041	0.342403628	poor
Y19D10B.7	pud-1.2	23120	6.90439674	81	medium	54	105	231	5	226	80.779109	72.8409335	34.05236205	0.409722222	moderate
W04E12.7	WP:CE41168	163	-0.243728883	79	medium	57	101	223	16	207	80.6993865	72.2714711	35.55625198	0.356807512	poor
W04E12.6	clec-49	204	0.079968305	74.5	medium	41.5	105	231	16	215	78.85784314	67.49115473	43.28456215	0.468852459	moderate
W04E12.5	WP:CE34101	40	-2.270528942	67.5	short	50.5	91.5	139	31	108	72.075	67.30326059	26.56255588	0.423926768	moderate
Y97E10AR.1	WP:CE33347	118	-0.709813988	107	long	75	131	201	18	183	104.9322034	96.9771916	37.67135512	0.393241167	poor
M03C11.6	WP:CE37782	44	-2.133025419	80	medium	42.5	113.5	157	26	131	79.45454545	68.64918232	39.87050319	0.340136054	poor
EGAP1.1	WP:CE48047	16	-3.592457037	231	long	105.5	231	231	39	192	178.25	157.7824517	71.0057216	0.261016949	poor
Y41D4A.2	col-108	14	-3.785102115	55	short	43	72	88	31	57	57.35714286	54.31855997	18.46466565	0.55	moderate
EGAP1.3	zmp-1	30	-2.685566442	137	long	91.5	154	194	34	160	123.1	113.2236866	43.60301977	0.284552846	poor
Y41D4A.5	WP:CE39047	235	0.284059909	74	medium	49.5	103	231	14	217	78.69361702	67.85791422	41.74593574	0.331111111	poor
Y41D4A.4	WP:CE48685	1085	2.49102229	74	medium	50	98.5	231	11	220	77.32626728	68.87263122	36.59209077		
Y41D4A.8	frpr-19	29	-2.734476042	97	long	51.5	146.5	231	13	218	105.6206897	85.35055237	64.44961346	0.450895317	moderate
C38H2.3	WP:CE34741	244	0.3382803	88	medium	60.5	117	200	14	186	90.51639344	81.20452846	38.37076107	0.424	moderate
ZK616.5	WP:CE27558	287	0.572449889	85	medium	59	115.5	231	6	225	89.3554007	80.75771147	38.09065608	0.409574468	moderate
C49G7.8	cyp-35A4	145	-0.412547947	62	short	42	93	220	18	202	72.55862069	61.94819801	42.05642775	0.378205128	poor
ZK616.4	swsn-6	679	1.814810727	75	medium	53	104	231	5	226	80.95581738	71.33713006	38.17247647	0.444711538	moderate
C49G7.5	irg-2	178	-0.116723606	99	long	69.5	127.5	231	12	219	106.005618	91.66569271	53.87235196	0.287822878	poor
T26E3.10	WP:CE35034	10	-4.270528942	51	short	40.5	75.5	142	21	121	63.6	54.05730995	37.25640884	0.375	poor
C49G7.7	WP:CE42413	29	-2.734476042	91	medium	69	119	193	35	158	91.75862069	83.37840815	38.4301024	0.351219512	poor
C49G7.1	WP:CE08859	15	-3.685566442	104	long	84	123.5	177	38	139	103.1333333	97.29731454	32.49793156	0.380952381	poor
F07C6.1	pin-2	37	-2.383003672	93	medium	70	120.5	166	21	145	91.72972973	82.31382783	38.42271896	0.296681848	poor
C49G7.3	WP:CE08861	2203	3.512796742	54	short	41	74	231	5	226	59.4956877	54.09819899	26.75024199	0.545454545	moderate
F16B4.12	nhr-117	73	-1.402632478	89	medium	44.5	114	183	16	167	83.69863014	69.45032502	44.37007659	0.285710833	poor
C43H8.2	mafr-1	488	1.3382803	76	medium	43	115	217	7	210	82.18442623	67.63844203	45.9012081	0.357446809	poor
C32D5.10	WP:CE29688	368	0.931104919	110	long	70	143	231	13	218	109.8125	98.06985565	47.7236173	0.328257191	poor
F26F12.2	WP:CE07147	32	-2.592457037	81	medium	67.5	95	147	39	108	84.84375	80.9324676	25.97126943	0.360655738	poor
Y116A8C.28	bca-2	275	0.510830771	78	medium	55	112	184	11	173	84.24363636	75.55234541	36.77097058	0.33567964	poor
C15C7.6	WP:CE37092	31	-2.638260727	80	medium	48.5	95	172	22	150	76.61290323	67.29918626	36.87964507	0.341584158	poor
C15C7.7	WP:CE36786	492	1.350057468	56	short	33	85.5	230	5	225	64.66260163	54.55353729	37.57815682	0.327077748	poor
C15C7.5	WP:CE03991	3581	4.213689766	72	medium	49	96	231	5	226	74.62971237	66.69910491	34.22134612	0.581196581	moderate
Y54G9A.5	WP:CE20321	328	0.765094967	58	short	33	104.5	231	14	217	72.91768293	57.39730217	51.08054309	0.409638554	moderate
Y54G9A.4	WP:CE19232	40	-2.270528942	62.5	short	50	95	193	5	188	71.85	59.18111961	38.36310076	0.473509934	moderate
Y54G9A.7	WP:CE26735	760	1.977398571	58	short	41	84.5	231	10	221	66.27368421	58.97370145	33.06689937	0.44017094	moderate
Y54G9A.6	bub-3	899	2.219720268	83	medium	55	107	231	5	226	84.20689655	75.08207123	37.84988083	0.418674699	moderate
ZK616.3	WP:CE49143	333	0.78692133	89	medium	63	117	231	16	215	93.2972973	83.11406512	43.37723236		
